P_inst_sampled X,P_inst_sampled Y
2.00E-09,0.000010879337191825
2.10E-09,0.000010879337191906
2.20E-09,0.000010879337191987
2.30E-09,0.000010879337192068
2.40E-09,0.000010879337192149
2.50E-09,0.000010879337192229
2.60E-09,0.000010879337192310
2.70E-09,0.000010879337192391
2.80E-09,0.000010879337192472
2.90E-09,0.000010879337192553
3.00E-09,0.000010879337192634
3.10E-09,0.000010879337192715
3.20E-09,0.000010879337192796
3.30E-09,0.000010879337192877
3.40E-09,0.000010879337192958
3.50E-09,0.000010879337193039
3.60E-09,0.000010879337193120
3.70E-09,0.000010879337193201
3.80E-09,0.000010879337193282
3.90E-09,0.000010879337193363
4.00E-09,0.000010879337193444
4.10E-09,0.000010879337193525
4.20E-09,0.000010879337193605
4.30E-09,0.000010879337193686
4.40E-09,0.000010879337193767
4.50E-09,0.000010879337193848
4.60E-09,0.000010879337193929
4.70E-09,0.000010879337194010
4.80E-09,0.000010879337194091
4.90E-09,0.000010879337194172
5.00E-09,0.000010879337194253
5.10E-09,0.000010879337194334
5.20E-09,0.000010879337194415
5.30E-09,0.000010879337194496
5.40E-09,0.000010879337194577
5.50E-09,0.000010879337194658
5.60E-09,0.000010879337194739
5.70E-09,0.000010879337194820
5.80E-09,0.000010879337194901
5.90E-09,0.000010879337194981
6.00E-09,0.000010879337195062
6.10E-09,0.000010879337195143
6.20E-09,0.000010879337195224
6.30E-09,0.000010879337195305
6.40E-09,0.000010879337195386
6.50E-09,0.000010879337195467
6.60E-09,0.000010879337195548
6.70E-09,0.000010879337195629
6.80E-09,0.000010879337195710
6.90E-09,0.000010879337195791
7.00E-09,0.000010879337195872
7.10E-09,0.000010879337195953
7.20E-09,0.000010879337196034
7.30E-09,0.000010879337196115
7.40E-09,0.000010879337196196
7.50E-09,0.000010879337196277
7.60E-09,0.000010879337196357
7.70E-09,0.000010879337196438
7.80E-09,0.000010879337196519
7.90E-09,0.000010879337196600
8.00E-09,0.000010879337196681
8.10E-09,0.000010879337196762
8.20E-09,0.000010879337196843
8.30E-09,0.000010879337196924
8.40E-09,0.000010879337197005
8.50E-09,0.000010879337197086
8.60E-09,0.000010879337197167
8.70E-09,0.000010879337197248
8.80E-09,0.000010879337197329
8.90E-09,0.000010879337197410
9.00E-09,0.000010879337197491
9.10E-09,0.000010879337197572
9.20E-09,0.000010879337197653
9.30E-09,0.000010879337197733
9.40E-09,0.000010879337197814
9.50E-09,0.000010879337197895
9.60E-09,0.000010879337197976
9.70E-09,0.000010879337198057
9.80E-09,0.000010879337198138
9.90E-09,0.000010879337198219
1.00E-08,0.000010879337198300
1.01E-08,0.000010879337198381
1.02E-08,0.000010879337198462
1.03E-08,0.000010879337198543
1.04E-08,0.000010879337198624
1.05E-08,0.000010879337198705
1.06E-08,0.000010879337198786
1.07E-08,0.000010879337198867
1.08E-08,0.000010879337198948
1.09E-08,0.000010879337199029
1.10E-08,0.000010879337199109
1.11E-08,0.000010879337199190
1.12E-08,0.000010879337199271
1.13E-08,0.000010879337199352
1.14E-08,0.000010879337199433
1.15E-08,0.000010879337199514
1.16E-08,0.000010879337199595
1.17E-08,0.000010879337199676
1.18E-08,0.000010879337199757
1.19E-08,0.000010879337199838
1.20E-08,0.000010879337199919
1.21E-08,0.000010879337200000
1.22E-08,0.000010879337200081
1.23E-08,0.000010879337200162
1.24E-08,0.000010879337200243
1.25E-08,0.000010879337200324
1.26E-08,0.000010879337200405
1.27E-08,0.000010879337200485
1.28E-08,0.000010879337200566
1.29E-08,0.000010879337200647
1.30E-08,0.000010879337200728
1.31E-08,0.000010879337200809
1.32E-08,0.000010879337200890
1.33E-08,0.000010879337200971
1.34E-08,0.000010879337201052
1.35E-08,0.000010879337201133
1.36E-08,0.000010879337201214
1.37E-08,0.000010879337201295
1.38E-08,0.000010879337201376
1.39E-08,0.000010879337201457
1.40E-08,0.000010879337201538
1.41E-08,0.000010879337201619
1.42E-08,0.000010879337201700
1.43E-08,0.000010879337201781
1.44E-08,0.000010879337201861
1.45E-08,0.000010879337201942
1.46E-08,0.000010879337202023
1.47E-08,0.000010879337202104
1.48E-08,0.000010879337202185
1.49E-08,0.000010879337202266
1.50E-08,0.000010879337202347
1.51E-08,0.000010879337202428
1.52E-08,0.000010879337202509
1.53E-08,0.000010879337202590
1.54E-08,0.000010879337202671
1.55E-08,0.000010879337202752
1.56E-08,0.000010879337202833
1.57E-08,0.000010879337202914
1.58E-08,0.000010879337202995
1.59E-08,0.000010879337203076
1.60E-08,0.000010879337203157
1.61E-08,0.000010879337203238
1.62E-08,0.000010879337203318
1.63E-08,0.000010879337203399
1.64E-08,0.000010879337203480
1.65E-08,0.000010879337203561
1.66E-08,0.000010879337203642
1.67E-08,0.000010879337203723
1.68E-08,0.000010879337203804
1.69E-08,0.000010879337203885
1.70E-08,0.000010879337203966
1.71E-08,0.000010879337204047
1.72E-08,0.000010879337204128
1.73E-08,0.000010879337204209
1.74E-08,0.000010879337204290
1.75E-08,0.000010879337204371
1.76E-08,0.000010879337204452
1.77E-08,0.000010879337204533
1.78E-08,0.000010879337204614
1.79E-08,0.000010879337204694
1.80E-08,0.000010879337204775
1.81E-08,0.000010879337204856
1.82E-08,0.000010879337204937
1.83E-08,0.000010879337205018
1.84E-08,0.000010879337205099
1.85E-08,0.000010879337205180
1.86E-08,0.000010879337205261
1.87E-08,0.000010879337205342
1.88E-08,0.000010879337205423
1.89E-08,0.000010879337205504
1.90E-08,0.000010879337205585
1.91E-08,0.000010879337205666
1.92E-08,0.000010879337205747
1.93E-08,0.000010879337205828
1.94E-08,0.000010879337205909
1.95E-08,0.000010879337205990
1.96E-08,0.000010879337206070
1.97E-08,0.000010879337206151
1.98E-08,0.000010879337206232
1.99E-08,0.000010879337206313
2.00E-08,0.000010879337206394
2.01E-08,0.000010206257973369
2.02E-08,0.000011214023983761
2.03E-08,0.000010246020914356
2.04E-08,0.000006574459615540
2.05E-08,0.000006504299400404
2.06E-08,0.000008671153411498
2.07E-08,0.000011150827432360
2.08E-08,0.000012491528519282
2.09E-08,0.000013098377009981
2.10E-08,0.000011011288879697
2.11E-08,0.000010876575923559
2.12E-08,0.000010880795388976
2.13E-08,0.000010870655881982
2.14E-08,0.000010834996403229
2.15E-08,0.000010935083041841
2.16E-08,0.000010833047035023
2.17E-08,0.000010907353075817
2.18E-08,0.000010844214233345
2.19E-08,0.000010908950761258
2.20E-08,0.000008490869915374
2.21E-08,0.000153547136566461
2.22E-08,0.000129681332999141
2.23E-08,0.000128407475337623
2.24E-08,0.000125681058969823
2.25E-08,0.000121921541959337
2.26E-08,0.000117159055934303
2.27E-08,0.000111114341492393
2.28E-08,0.000103582332203341
2.29E-08,0.000094674320408854
2.30E-08,0.000084247338162231
2.31E-08,0.000072988269185248
2.32E-08,0.000062173811290938
2.33E-08,0.000051801487978406
2.34E-08,0.000043313721836794
2.35E-08,0.000035451765790779
2.36E-08,0.000030199841675612
2.37E-08,0.000025596574853346
2.38E-08,0.000020993308031081
2.39E-08,0.000018492459902614
2.40E-08,0.000016529632750085
2.41E-08,0.000014629022605639
2.42E-08,0.000013832420190854
2.43E-08,0.000013035817776069
2.44E-08,0.000012239215361284
2.45E-08,0.000011922515796021
2.46E-08,0.000011651443396001
2.47E-08,0.000011380370995982
2.48E-08,0.000011264697104471
2.49E-08,0.000011156075293391
2.50E-08,0.000011047453482311
2.51E-08,0.000007943661283072
2.52E-08,0.000012090756510590
2.53E-08,0.000060257000121696
2.54E-08,0.000094781378419628
2.55E-08,0.000128055927243657
2.56E-08,0.000117765851762111
2.57E-08,0.000101299312180178
2.58E-08,0.000080291105195783
2.59E-08,0.000057494221440695
2.60E-08,0.000038609194857978
2.61E-08,0.000024821639142132
2.62E-08,0.000017815985730163
2.63E-08,0.000014470724241503
2.64E-08,0.000012423480366363
2.65E-08,0.000011718053763111
2.66E-08,0.000011178687838867
2.67E-08,0.000011086438265005
2.68E-08,0.000010997469475806
2.69E-08,0.000010950476991281
2.70E-08,0.000010913804442710
2.71E-08,0.000010877131894140
2.72E-08,0.000010840459345569
