P_inst_sampled X,P_inst_sampled Y
2.73E-08,0.000010857217800320
2.74E-08,0.000010876312533012
2.75E-08,0.000010895407265705
2.76E-08,0.000010914501998397
2.77E-08,0.000010933596731089
2.78E-08,0.000010928851669412
2.79E-08,0.000010919259651531
2.80E-08,0.000010909667633650
2.81E-08,0.000010900075615768
2.82E-08,0.000010890483597887
2.83E-08,0.000010880891580006
2.84E-08,0.000010871299562124
2.85E-08,0.000010861707544243
2.86E-08,0.000010852115526362
2.87E-08,0.000010842523508480
2.88E-08,0.000010843413349631
2.89E-08,0.000010850727033964
2.90E-08,0.000010858040718298
2.91E-08,0.000010865354402632
2.92E-08,0.000010872668086966
2.93E-08,0.000010879981771300
2.94E-08,0.000010887295455633
2.95E-08,0.000010894609139967
2.96E-08,0.000010901922824301
2.97E-08,0.000010909236508635
2.98E-08,0.000010916550192968
2.99E-08,0.000010923863877302
3.00E-08,0.000010931177561636
3.01E-08,0.000011199034387665
3.02E-08,0.000012463726734717
3.03E-08,0.000020527643788686
3.04E-08,0.000072783360514758
3.05E-08,0.000085578653593910
3.06E-08,0.000034219937269239
3.07E-08,0.000021428060016677
3.08E-08,0.000016851994790493
3.09E-08,0.000014546178408679
3.10E-08,0.000013096742007907
3.11E-08,0.000012346701994948
3.12E-08,0.000011857343389260
3.13E-08,0.000011539090568917
3.14E-08,0.000011362912378768
3.15E-08,0.000011210600447700
3.16E-08,0.000011544586929869
3.17E-08,0.000382277638035885
3.18E-08,0.000186877306783904
3.19E-08,0.000091307809188787
3.20E-08,0.000048646890859135
3.21E-08,0.000026385095692025
3.22E-08,0.000015367484530898
3.23E-08,0.000011911891952932
3.24E-08,0.000010375903913855
3.25E-08,0.000010167055833253
3.26E-08,0.000011037049232167
3.27E-08,0.000012140020364426
3.28E-08,0.000009908001525746
3.29E-08,0.000012144381976853
3.30E-08,0.000010554038534825
3.31E-08,0.000009945461542171
3.32E-08,0.000010346384564066
3.33E-08,0.000011694813917525
3.34E-08,0.000010642896049552
3.35E-08,0.000011386124934154
3.36E-08,0.000009552563120677
3.37E-08,0.000010642795113032
3.38E-08,0.000011287510930598
3.39E-08,0.000011447696930898
3.40E-08,0.000011178546026154
3.41E-08,0.000010535078275372
3.42E-08,0.000009570968061949
3.43E-08,0.000010728369523734
3.44E-08,0.000012250068227772
3.45E-08,0.000010502400827905
3.46E-08,0.000010497256682424
3.47E-08,0.000011868404836291
3.48E-08,0.000009524020462486
3.49E-08,0.000011805874437959
3.50E-08,0.000012266375683636
3.51E-08,0.000011673339767899
3.52E-08,0.000015076735089433
3.53E-08,0.000041912241015317
3.54E-08,0.000024062584561949
3.55E-08,0.000025333990632520
3.56E-08,0.000011116062685832
3.57E-08,0.000010927080417444
3.58E-08,0.000010949958063067
3.59E-08,0.000010917916858002
3.60E-08,0.000010897695842649
3.61E-08,0.000010908867060672
3.62E-08,0.000010920038278694
3.63E-08,0.000010918261421952
3.64E-08,0.000010905349872942
3.65E-08,0.000010892438323931
3.66E-08,0.000010879526774921
3.67E-08,0.000010881931129388
3.68E-08,0.000010888987044962
3.69E-08,0.000010896042960536
3.70E-08,0.000010903098876111
3.71E-08,0.000010910154791685
3.72E-08,0.000010910018829840
3.73E-08,0.000010904040621993
3.74E-08,0.000010898062414147
3.75E-08,0.000010892084206300
3.76E-08,0.000010886105998453
3.77E-08,0.000010880127790606
3.78E-08,0.000010874149582760
3.79E-08,0.000010868171374913
3.80E-08,0.000010871645812149
3.81E-08,0.000010875146104704
3.82E-08,0.000010878646397258
3.83E-08,0.000010882146689813
3.84E-08,0.000010885646982368
3.85E-08,0.000010889147274922
3.86E-08,0.000010892647567477
3.87E-08,0.000010896147860032
3.88E-08,0.000010899648152586
3.89E-08,0.000010903148445141
3.90E-08,0.000010906648737696
3.91E-08,0.000010903178690230
3.92E-08,0.000010898843935549
3.93E-08,0.000010894509180868
3.94E-08,0.000010890174426187
3.95E-08,0.000010885839671506
3.96E-08,0.000010881504916825
3.97E-08,0.000010877170162144
3.98E-08,0.000010872835407463
3.99E-08,0.000010868500652782
4.00E-08,0.000010864165898101
4.01E-08,0.000009948391722095
4.02E-08,0.000011129085269209
4.03E-08,0.000012975438831282
4.04E-08,0.000010359810394245
4.05E-08,0.000010522193905486
4.06E-08,0.000010882772622930
4.07E-08,0.000010885502909499
4.08E-08,0.000010889594033694
4.09E-08,0.000010888885713106
4.10E-08,0.000010888177392518
4.11E-08,0.000010889469544861
4.12E-08,0.000010890935132104
4.13E-08,0.000010892400719347
4.14E-08,0.000010893866306591
4.15E-08,0.000010894359514176
4.16E-08,0.000010894081985320
4.17E-08,0.000010893804456463
4.18E-08,0.000010893526927606
4.19E-08,0.000010893249398750
4.20E-08,0.000010892971869893
4.21E-08,0.000010892694341037
4.22E-08,0.000010892416812180
4.23E-08,0.000010892139283324
4.24E-08,0.000010892180124288
4.25E-08,0.000010892284755347
4.26E-08,0.000010892389386405
4.27E-08,0.000010892494017464
4.28E-08,0.000010892598648523
4.29E-08,0.000010892703279582
4.30E-08,0.000010892807910641
4.31E-08,0.000010892912541700
4.32E-08,0.000010893017172759
4.33E-08,0.000010893121803818
4.34E-08,0.000010893226434877
4.35E-08,0.000010893331065936
4.36E-08,0.000010893435696995
4.37E-08,0.000010890794462024
4.38E-08,0.000010884307011411
4.39E-08,0.000010877819560797
4.40E-08,0.000010868576359253
4.41E-08,0.000010817929798391
4.42E-08,0.000010767283237529
4.43E-08,0.000010716636676667
4.44E-08,0.000010665990115805
4.45E-08,0.000010611848699176
4.46E-08,0.000010449196572464
4.47E-08,0.000010223983969970
4.48E-08,0.000009980441847167
4.49E-08,0.000009695701014942
4.50E-08,0.000009405695978485
4.51E-08,0.000006096931839608
4.52E-08,0.000010969522609368
4.53E-08,0.000008156388343868
4.54E-08,0.000072528241278978
4.55E-08,0.000074854071158454
4.56E-08,0.000052965152539933
4.57E-08,0.000034903611404352
4.58E-08,0.000023968577080795
4.59E-08,0.000016895066091979
4.60E-08,0.000003720259978274
4.61E-08,0.000015443716024841
4.62E-08,0.000011190908746243
4.63E-08,0.000011002958792460
4.64E-08,0.000011470972562336
4.65E-08,0.000010817312578872
4.66E-08,0.000010850382844981
4.67E-08,0.000011156475952268
4.68E-08,0.000010583310629318
4.69E-08,0.000021130703203196
4.70E-08,0.000064800758108946
4.71E-08,0.000018154724623113
4.72E-08,0.000036947790418628
4.73E-08,0.000039253136981943
4.74E-08,0.000035965264112336
4.75E-08,0.000031317945434281
4.76E-08,0.000026782022538110
4.77E-08,0.000022937028561892
4.78E-08,0.000019981502466990
4.79E-08,0.000017609635671925
4.80E-08,0.000015895918454596
4.81E-08,0.000014454958490971
4.82E-08,0.000013666352813608
4.83E-08,0.000012877747136244
4.84E-08,0.000012192509167627
4.85E-08,0.000011932526857057
4.86E-08,0.000011672544546487
4.87E-08,0.000011412562235917
4.88E-08,0.000011152579925347
4.89E-08,0.000011097027005467
4.90E-08,0.000011050787839146
4.91E-08,0.000010997605089923
4.92E-08,0.000010944422340700
4.93E-08,0.000010935539265174
4.94E-08,0.000010932390518098
4.95E-08,0.000010929241771022
4.96E-08,0.000010926093023947
4.97E-08,0.000010912820242433
4.98E-08,0.000010898932044016
4.99E-08,0.000010885043845599
5.00E-08,0.000010871155647181
5.01E-08,0.000011164244253303
5.02E-08,0.000012169420535171
5.03E-08,0.000023057350541125
5.04E-08,0.000066457254182774
5.05E-08,0.000083806428122606
5.06E-08,0.000033200215131691
5.07E-08,0.000021069534549292
5.08E-08,0.000016649391477458
5.09E-08,0.000014469166018529
5.10E-08,0.000013074830013091
5.11E-08,0.000012345738650939
5.12E-08,0.000011859108846923
5.13E-08,0.000011463054739422
5.14E-08,0.000011363526040504
5.15E-08,0.000011263997341587
5.16E-08,0.000012685281265784
5.17E-08,0.000392065560763319
5.18E-08,0.000190153165588486
5.19E-08,0.000094667184687557
5.20E-08,0.000054690232770593
5.21E-08,0.000017569763473154
5.22E-08,0.000013384067128778
5.23E-08,0.000005606324770580
5.24E-08,0.000006253857141008
5.25E-08,0.000020210188764093
5.26E-08,0.000009368272643265
5.27E-08,0.000013730525452308
5.28E-08,0.000010923924815614
5.29E-08,0.000016278733990205
5.30E-08,0.000005077399650552
5.31E-08,0.000021856059257021
5.32E-08,0.000009610909455468
5.33E-08,0.000008211216060426
5.34E-08,0.000022041299556531
5.35E-08,0.000012113081388805
5.36E-08,0.000003515348619684
5.37E-08,0.000014913033119541
5.38E-08,0.000020789413524910
5.39E-08,0.000010444184184187
5.40E-08,0.000003028775992352
5.41E-08,0.000012418394225462
5.42E-08,0.000021808012458571
5.43E-08,0.000016352097500267
5.44E-08,0.000007830914437487
5.45E-08,0.000003749072922123
5.46E-08,0.000011481910278985
5.47E-08,0.000019214747635847
5.48E-08,0.000019363725168217
5.49E-08,0.000010501301139806
5.50E-08,0.000001638877111396
5.51E-08,0.000011696780503495
5.52E-08,0.000017029581791899
5.53E-08,0.000041285305732030
5.54E-08,0.000018255294519479
5.55E-08,0.000026395929484803
5.56E-08,0.000011094919453976
5.57E-08,0.000010939117602934
5.58E-08,0.000010940369851424
5.59E-08,0.000010899768941717
5.60E-08,0.000010912186081404
5.61E-08,0.000010924603221091
5.62E-08,0.000010921428593907
5.63E-08,0.000010905827790961
5.64E-08,0.000010890226988016
5.65E-08,0.000010879216236723
5.66E-08,0.000010887501823719
5.67E-08,0.000010895787410715
5.68E-08,0.000010904072997711
5.69E-08,0.000010912358584707
5.70E-08,0.000010912774508736
5.71E-08,0.000010905490720641
5.72E-08,0.000010898206932546
5.73E-08,0.000010890923144451
5.74E-08,0.000010883639356356
5.75E-08,0.000010876355568261
5.76E-08,0.000010869071780166
5.77E-08,0.000010872046027817
5.78E-08,0.000010876265872994
5.79E-08,0.000010880485718171
5.80E-08,0.000010884705563348
5.81E-08,0.000010888925408525
5.82E-08,0.000010893145253702
5.83E-08,0.000010897365098879
5.84E-08,0.000010901584944056
5.85E-08,0.000010905804789233
5.86E-08,0.000010909132653927
5.87E-08,0.000010905844462437
5.88E-08,0.000010902556270947
5.89E-08,0.000010899268079458
5.90E-08,0.000010895979887968
5.91E-08,0.000010892691696478
5.92E-08,0.000010889403504989
5.93E-08,0.000010886115313499
5.94E-08,0.000010882827122010
5.95E-08,0.000010879538930520
5.96E-08,0.000010876250739030
5.97E-08,0.000010872962547541
5.98E-08,0.000010869674356051
5.99E-08,0.000010866386164561
6.00E-08,0.000010863097973072
6.01E-08,0.000009948199317093
6.02E-08,0.000011128309146040
6.03E-08,0.000012984020922791
6.04E-08,0.000010354163678090
6.05E-08,0.000010526058128494
6.06E-08,0.000010883138963745
6.07E-08,0.000010885858930987
6.08E-08,0.000010889869398324
6.09E-08,0.000010889189718358
6.10E-08,0.000010888510038392
6.11E-08,0.000010889767505384
6.12E-08,0.000010891214754281
6.13E-08,0.000010892662003179
6.14E-08,0.000010894109252076
6.15E-08,0.000010894700015203
6.16E-08,0.000010894424762278
6.17E-08,0.000010894149509353
6.18E-08,0.000010893874256428
6.19E-08,0.000010893599003504
6.20E-08,0.000010893323750579
6.21E-08,0.000010893048497654
6.22E-08,0.000010892773244729
6.23E-08,0.000010892497991804
6.24E-08,0.000010892471224049
6.25E-08,0.000010892566757592
6.26E-08,0.000010892662291135
6.27E-08,0.000010892757824677
6.28E-08,0.000010892853358220
6.29E-08,0.000010892948891763
6.30E-08,0.000010893044425306
6.31E-08,0.000010893139958849
6.32E-08,0.000010893235492392
6.33E-08,0.000010893331025934
6.34E-08,0.000010893426559477
6.35E-08,0.000010893522093020
6.36E-08,0.000010893617626563
6.37E-08,0.000010891430420731
6.38E-08,0.000010884713403881
6.39E-08,0.000010877996387031
6.40E-08,0.000010871220634159
6.41E-08,0.000010819629203914
6.42E-08,0.000010768037773670
6.43E-08,0.000010716446343425
6.44E-08,0.000010664854913181
6.45E-08,0.000010613189869661
6.46E-08,0.000010449117121994
6.47E-08,0.000010224871316434
6.48E-08,0.000009980620297491
6.49E-08,0.000009696264892039
6.50E-08,0.000009406193140228
6.51E-08,0.000006097146528317
6.52E-08,0.000011004068614479
6.53E-08,0.000008112728005268
6.54E-08,0.000057027793605898
6.55E-08,0.000074155194127729
6.56E-08,0.000052720355074394
6.57E-08,0.000034551846273033
6.58E-08,0.000024661352377801
6.59E-08,0.000017584302337491
6.60E-08,0.000004092708886440
6.61E-08,0.000016071893004636
6.62E-08,0.000011319956278262
6.63E-08,0.000011292440589239
6.64E-08,0.000011079795468922
6.65E-08,0.000010629013696717
6.66E-08,0.000011087949670179
6.67E-08,0.000011222981258793
6.68E-08,0.000010992253323056
6.69E-08,0.000022062278464436
6.70E-08,0.000052680149042367
6.71E-08,0.000015966153375521
6.72E-08,0.000036241696406541
6.73E-08,0.000039034688531526
6.74E-08,0.000036013783141751
6.75E-08,0.000031467829247278
6.76E-08,0.000026866994728223
6.77E-08,0.000023037316006006
6.78E-08,0.000020046921151458
6.79E-08,0.000017701536650499
6.80E-08,0.000015909180580980
6.81E-08,0.000014592012762337
6.82E-08,0.000013696452253479
6.83E-08,0.000012800891744621
6.84E-08,0.000012264871817896
6.85E-08,0.000011976041274678
6.86E-08,0.000011687210731460
6.87E-08,0.000011398380188241
6.88E-08,0.000011197731079142
6.89E-08,0.000011138691506857
6.90E-08,0.000011079651934573
6.91E-08,0.000011020612362288
6.92E-08,0.000010961572790004
6.93E-08,0.000010912794283471
6.94E-08,0.000010911964075104
6.95E-08,0.000010911133866738
6.96E-08,0.000010910303658372
6.97E-08,0.000010905312482991
6.98E-08,0.000010897407476224
6.99E-08,0.000010889502469457
7.00E-08,0.000010881597462690
7.01E-08,0.000011163769977654
7.02E-08,0.000012691771739013
7.03E-08,0.000022572433017574
7.04E-08,0.000065355904429980
7.05E-08,0.000082179014725194
7.06E-08,0.000033221219833849
7.07E-08,0.000021057496350453
7.08E-08,0.000016683279196030
7.09E-08,0.000014489229195223
7.10E-08,0.000013090285595877
7.11E-08,0.000012345564920071
7.12E-08,0.000011864462143367
7.13E-08,0.000011451646011151
7.14E-08,0.000011361152921960
7.15E-08,0.000011217229279839
7.16E-08,0.000013360676441981
7.17E-08,0.000314499878222198
7.18E-08,0.000192318038932457
7.19E-08,0.000087765135318719
7.20E-08,0.000058437060896541
7.21E-08,0.000046948084472388
7.22E-08,0.000028353559715012
7.23E-08,0.000007111439661930
7.24E-08,0.000028646504431968
7.25E-08,0.000021526918080225
7.26E-08,0.000023124737281421
7.27E-08,0.000018192736290189
7.28E-08,0.000020389399473417
7.29E-08,0.000027632781366928
7.30E-08,0.000021030536864765
7.31E-08,0.000009755503299720
7.32E-08,0.000026769732910576
7.33E-08,0.000014185871761205
7.34E-08,0.000023184801692141
7.35E-08,0.000014521692976434
7.36E-08,0.000025661073840763
7.37E-08,0.000009623953945327
7.38E-08,0.000027252153956740
7.39E-08,0.000016163768752605
7.40E-08,0.000016274560568847
7.41E-08,0.000028497904329567
7.42E-08,0.000014085512542722
7.43E-08,0.000016296012065183
7.44E-08,0.000029782659062682
7.45E-08,0.000017650421344750
7.46E-08,0.000011290860349690
7.47E-08,0.000023111019062400
7.48E-08,0.000022566171647734
7.49E-08,0.000011997986232507
7.50E-08,0.000030036427348028
7.51E-08,0.000011704304848240
7.52E-08,0.000015151316138833
7.53E-08,0.000042084233354999
7.54E-08,0.000016589967884575
7.55E-08,0.000025394970357622
7.56E-08,0.000011135168503670
7.57E-08,0.000010965112038445
7.58E-08,0.000010916147061024
7.59E-08,0.000010931602668115
7.60E-08,0.000010926272093445
7.61E-08,0.000010906121256869
7.62E-08,0.000010885970420292
7.63E-08,0.000010893563434324
7.64E-08,0.000010902977430894
7.65E-08,0.000010912391427464
7.66E-08,0.000010915759391579
7.67E-08,0.000010906502074981
7.68E-08,0.000010897244758382
7.69E-08,0.000010887987441783
7.70E-08,0.000010878730125185
7.71E-08,0.000010874016755199
7.72E-08,0.000010879274373462
7.73E-08,0.000010884531991726
7.74E-08,0.000010889789609990
7.75E-08,0.000010895047228253
7.76E-08,0.000010900304846517
7.77E-08,0.000010905562464781
7.78E-08,0.000010909644135357
7.79E-08,0.000010905479389751
7.80E-08,0.000010901314644144
7.81E-08,0.000010897149898538
7.82E-08,0.000010892985152931
7.83E-08,0.000010888820407325
7.84E-08,0.000010884655661718
7.85E-08,0.000010880490916112
7.86E-08,0.000010876326170505
7.87E-08,0.000010872161424899
7.88E-08,0.000010867996679292
7.89E-08,0.000010867854501031
7.90E-08,0.000010871311772879
7.91E-08,0.000010874769044727
7.92E-08,0.000010878226316575
7.93E-08,0.000010881683588423
7.94E-08,0.000010885140860271
7.95E-08,0.000010888598132119
7.96E-08,0.000010892055403967
7.97E-08,0.000010895512675815
7.98E-08,0.000010898969947663
7.99E-08,0.000010902427219511
8.00E-08,0.000010905884491359
8.01E-08,0.000009948372746147
8.02E-08,0.000011128651196202
8.03E-08,0.000012983337595722
8.04E-08,0.000010353989974089
8.05E-08,0.000010524863951085
8.06E-08,0.000010883093981830
8.07E-08,0.000010885818915397
8.08E-08,0.000010889835750216
8.09E-08,0.000010889159326297
8.10E-08,0.000010888482902378
8.11E-08,0.000010889744176075
8.12E-08,0.000010891195570701
8.13E-08,0.000010892646965327
8.14E-08,0.000010894098359953
8.15E-08,0.000010894691332692
8.16E-08,0.000010894418675986
8.17E-08,0.000010894146019281
8.18E-08,0.000010893873362576
8.19E-08,0.000010893600705871
8.20E-08,0.000010893328049165
8.21E-08,0.000010893055392460
8.22E-08,0.000010892782735755
8.23E-08,0.000010892510079050
8.24E-08,0.000010892487037858
8.25E-08,0.000010892585595589
8.26E-08,0.000010892684153321
8.27E-08,0.000010892782711052
8.28E-08,0.000010892881268784
8.29E-08,0.000010892979826515
8.30E-08,0.000010893078384247
8.31E-08,0.000010893176941979
8.32E-08,0.000010893275499710
8.33E-08,0.000010893374057442
8.34E-08,0.000010893472615173
8.35E-08,0.000010893571172905
8.36E-08,0.000010893669730636
8.37E-08,0.000010891478898720
8.38E-08,0.000010884768148186
8.39E-08,0.000010878057397652
8.40E-08,0.000010871249733633
8.41E-08,0.000010819693166016
8.42E-08,0.000010768136598400
8.43E-08,0.000010716580030784
8.44E-08,0.000010665023463167
8.45E-08,0.000010613345385803
8.46E-08,0.000010449333799394
8.47E-08,0.000010225119393546
8.48E-08,0.000009980924021298
8.49E-08,0.000009696580778560
8.50E-08,0.000009406523363521
8.51E-08,0.000006097444960559
8.52E-08,0.000011005238054216
8.53E-08,0.000008100246417440
8.54E-08,0.000080165406543368
8.55E-08,0.000074429323252612
8.56E-08,0.000052956187760032
8.57E-08,0.000034417026446751
8.58E-08,0.000024048084397259
8.59E-08,0.000016530565015470
8.60E-08,0.000004725628153311
8.61E-08,0.000017345358062694
8.62E-08,0.000011508094064870
8.63E-08,0.000011125679448762
8.64E-08,0.000011403802247644
8.65E-08,0.000010755557762104
8.66E-08,0.000011379554999863
8.67E-08,0.000010562231905621
8.68E-08,0.000011102821031860
8.69E-08,0.000022394001036958
8.70E-08,0.000062068941589705
8.71E-08,0.000014043051806020
8.72E-08,0.000035836576811163
8.73E-08,0.000038926837351594
8.74E-08,0.000036192667562924
8.75E-08,0.000031736118895224
8.76E-08,0.000027150439708486
8.77E-08,0.000023296083349469
8.78E-08,0.000020009235985130
8.79E-08,0.000017825349984191
8.80E-08,0.000015992999663590
8.81E-08,0.000014582027738977
8.82E-08,0.000013643656603881
8.83E-08,0.000013225496605189
8.84E-08,0.000012807336606496
8.85E-08,0.000012389176607803
8.86E-08,0.000012009364637116
8.87E-08,0.000011723204284233
8.88E-08,0.000011504445512883
8.89E-08,0.000011303223602968
8.90E-08,0.000011227932674519
8.91E-08,0.000011152641746070
